No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
225,ALGN,"Align Technology, Inc.",Healthcare,Medical Devices,USA,37.01B,21.83,469.56,3.60%,"1,940,703"
226,ALGS,"Aligos Therapeutics, Inc.",Healthcare,Biotechnology,USA,-,-,15.1,0.20%,"196,820"
227,ALGT,Allegiant Travel Company,Industrials,Airlines,USA,2.31B,-,142.28,0.88%,"130,699"
228,ALIM,"Alimera Sciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,22.50M,-,4.51,-2.17%,"8,550"
229,ALJJ,"ALJ Regional Holdings, Inc.",Industrials,Specialty Business Services,USA,46.26M,-,1.06,-0.93%,"67,185"
230,ALK,"Alaska Air Group, Inc.",Industrials,Airlines,USA,4.97B,99.21,41.57,2.41%,"1,970,944"
231,ALKS,Alkermes plc,Healthcare,Biotechnology,Ireland,2.63B,-,16.39,0.43%,"701,123"
232,ALL,The Allstate Corporation,Financial,Insurance - Property & Casualty,USA,28.23B,6.84,91.25,-0.48%,"1,163,886"
233,ALLE,Allegion plc,Industrials,Security & Protection Services,Ireland,9.47B,33.61,102.88,0.89%,"764,512"
234,ALLK,Allakos Inc.,Healthcare,Biotechnology,USA,4.43B,-,89.84,4.07%,"200,378"
235,ALLO,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,USA,5.10B,-,36.3,2.72%,"455,611"
236,ALLT,Allot Ltd.,Technology,Communication Equipment,Israel,358.46M,-,10.18,-2.02%,"68,684"
237,ALLY,Ally Financial Inc.,Financial,Credit Services,USA,10.58B,16.58,29.08,0.80%,"3,578,016"
238,ALNA,"Allena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,50.40M,-,1.39,-2.11%,"224,228"
239,ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,15.14B,-,131.84,-1.83%,"525,507"
240,ALOT,"AstroNova, Inc.",Technology,Computer Hardware,USA,57.53M,-,8.31,3.92%,"2,848"
241,ALPN,"Alpine Immune Sciences, Inc.",Healthcare,Biotechnology,USA,188.33M,-,7.88,-0.76%,"20,334"
242,ALRM,"Alarm.com Holdings, Inc.",Technology,Software - Application,USA,2.96B,53.70,60.3,-0.72%,"323,702"
243,ALRN,"Aileron Therapeutics, Inc.",Healthcare,Biotechnology,USA,76.49M,-,1.9,-9.95%,"864,468"
244,ALRS,Alerus Financial Corporation,Financial,Banks - Regional,USA,386.38M,12.58,22.36,-0.93%,"18,787"
245,ALSK,"Alaska Communications Systems Group, Inc.",Communication Services,Telecom Services,USA,103.58M,11.14,1.95,-1.02%,"210,114"
246,ALSN,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto Parts,USA,4.26B,10.98,38.67,-0.26%,"847,441"
247,ALT,"Altimmune, Inc.",Healthcare,Biotechnology,USA,399.84M,-,12.0,2.74%,"539,537"
248,ALTA,Altabancorp,Financial,Banks - Regional,USA,435.71M,10.06,23.25,1.13%,"14,229"
249,ALTG,Alta Equipment Group Inc.,Industrials,Rental & Leasing Services,USA,239.40M,-,8.33,5.04%,"59,578"
250,ALTL,Pacer Lunt Large Cap Alternator ETF,Financial,Exchange Traded Fund,USA,-,-,25.54,0.15%,"9,345"
251,ALTM,Altus Midstream Company,Energy,Oil & Gas Midstream,USA,165.05M,-,10.07,1.31%,"22,761"
252,ALTR,Altair Engineering Inc.,Technology,Software - Infrastructure,USA,3.45B,-,47.39,3.18%,"194,141"
253,ALTS,ProShares Morningstar Alternatives Solution ETF,Financial,Exchange Traded Fund,USA,-,-,35.38,0.08%,1
254,ALTY,Global X SuperDividend Alternatives ETF,Financial,Exchange Traded Fund,USA,-,-,10.78,0.75%,"10,438"
255,ALV,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,Sweden,7.34B,52.66,84.94,0.88%,"730,671"
256,ALVR,"AlloVir, Inc.",Healthcare,Biotechnology,USA,1.62B,-,25.81,0.43%,"83,794"
257,ALX,"Alexander's, Inc.",Real Estate,REIT - Retail,USA,1.27B,26.29,245.66,0.16%,"5,516"
258,ALXN,"Alexion Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,26.20B,32.58,121.61,1.62%,"994,100"
259,ALXO,ALX Oncology Holdings Inc.,Healthcare,Biotechnology,USA,1.40B,-,41.76,1.85%,"53,041"
260,ALYA,Alithya Group Inc.,Technology,Information Technology Services,Canada,130.34M,-,2.56,-4.83%,"6,055"
261,AM,Antero Midstream Corporation,Energy,Oil & Gas Midstream,USA,3.15B,-,6.62,0.91%,"3,563,327"
262,AMAG,"AMAG Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,472.03M,-,13.67,0.07%,"713,047"
263,AMAL,Amalgamated Bank,Financial,Banks - Regional,USA,372.08M,8.37,11.88,-1.16%,"41,900"
264,AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,56.12B,17.70,60.95,-1.22%,"6,517,124"
265,AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,USA,1.96B,-,57.15,0.86%,"188,223"
266,AMBC,"Ambac Financial Group, Inc.",Financial,Insurance - Specialty,USA,623.54M,-,13.57,1.12%,"130,611"
267,AMBO,Ambow Education Holding Ltd.,Consumer Defensive,Education & Training Services,China,72.83M,-,3.2,0.00%,"18,665"
268,AMC,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,USA,296.91M,-,2.97,-4.81%,"6,565,635"
269,AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,Financial,Exchange Traded Fund,USA,-,-,29.0,1.19%,5
270,AMCI,AMCI Acquisition Corp.,Financial,Shell Companies,USA,209.09M,-,10.29,0.00%,"17,324"
271,AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,Switzerland,17.16B,28.27,10.97,-0.63%,"3,024,979"
272,AMCX,AMC Networks Inc.,Communication Services,Broadcasting,USA,1.18B,6.83,23.36,-2.30%,"1,194,501"
273,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,96.18B,162.94,81.96,3.20%,"46,356,781"
274,AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,USA,24.56B,27.93,107.76,0.70%,"880,223"
275,AMED,"Amedisys, Inc.",Healthcare,Medical Care Facilities,USA,8.21B,64.92,251.11,0.92%,"92,859"
276,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,Medical Care Facilities,USA,989.35M,31.08,18.21,0.77%,"21,117"
277,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,3.77B,31.85,79.4,0.44%,"326,507"
278,AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,USA,132.65B,18.56,227.16,-0.36%,"2,099,059"
279,AMH,American Homes 4 Rent,Real Estate,REIT - Residential,USA,9.11B,109.34,29.96,-0.83%,"1,299,784"
280,AMJ,JPMorgan Alerian MLP Index ETN,Financial,Exchange Traded Fund,USA,-,-,12.08,-0.90%,"818,073"
281,AMK,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,1.65B,-,23.65,-1.34%,"84,816"
282,AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,USA,3.23B,11.74,13.28,1.30%,"1,270,724"
283,AMLP,Alerian MLP ETF,Financial,Exchange Traded Fund,USA,-,-,22.66,-0.22%,"2,554,970"
284,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,3.06B,36.69,66.51,0.18%,"380,631"
285,AMNB,American National Bankshares Inc.,Financial,Banks - Regional,USA,265.09M,8.80,23.99,-1.24%,"10,434"
286,AMOM,QRAFT AI-Enhanced U.S. Large Cap Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,36.8,0.99%,"1,307"
287,AMOT,Allied Motion Technologies Inc.,Technology,Electronic Components,USA,414.94M,27.54,43.54,1.92%,"8,263"
288,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,20.62B,8.91,170.39,0.04%,"492,842"
289,AMPE,"Ampio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,145.22M,-,0.81,-0.80%,"764,972"
290,AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,990.11M,254.15,20.84,1.21%,"117,136"
291,AMPY,Amplify Energy Corp.,Energy,Oil & Gas E&P,USA,29.11M,-,0.82,-2.17%,"284,075"
292,AMRB,American River Bankshares,Financial,Banks - Regional,USA,62.35M,10.11,10.75,4.07%,"4,769"
293,AMRC,"Ameresco, Inc.",Industrials,Engineering & Construction,USA,2.01B,49.35,42.74,2.79%,"284,512"
294,AMRH,"Ameri Holdings, Inc.",Technology,Information Technology Services,USA,7.25M,-,1.41,0.00%,"654,995"
295,AMRK,"A-Mark Precious Metals, Inc.",Financial,Capital Markets,USA,244.93M,7.83,33.69,2.18%,"25,814"
296,AMRN,Amarin Corporation plc,Healthcare,Biotechnology,Ireland,1.88B,-,4.98,-0.80%,"2,831,376"
297,AMRS,"Amyris, Inc.",Basic Materials,Specialty Chemicals,USA,670.88M,-,3.05,7.02%,"2,231,841"
298,AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.53B,-,5.21,-3.87%,"951,721"
299,AMS,American Shared Hospital Services,Healthcare,Medical Care Facilities,USA,11.43M,-,2.03,3.57%,"32,720"
300,AMSC,American Superconductor Corporation,Industrials,Specialty Industrial Machinery,USA,360.12M,-,15.03,-0.66%,"519,304"
301,AMSF,"AMERISAFE, Inc.",Financial,Insurance - Specialty,USA,1.13B,12.63,58.86,0.84%,"61,350"
302,AMST,Amesite Inc.,Technology,Software - Application,USA,91.12M,-,4.47,0.07%,"58,910"
303,AMSWA,"American Software, Inc.",Technology,Software - Application,USA,503.92M,66.84,15.64,2.42%,"47,161"
304,AMT,American Tower Corporation (REIT),Real Estate,REIT - Specialty,USA,104.09B,55.14,237.72,0.83%,"1,051,680"
305,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,429.14M,36.81,11.19,3.90%,"24,236"
306,AMTI,Applied Molecular Transport Inc.,Healthcare,Biotechnology,USA,1.15B,-,32.68,0.86%,"117,342"
307,AMTX,"Aemetis, Inc.",Energy,Oil & Gas Refining & Marketing,USA,78.07M,-,4.02,-14.29%,"1,942,489"
308,AMU,UBS ETRACS Alerian MLP Index ETN,Financial,Exchange Traded Fund,USA,-,-,7.65,-0.65%,"3,849"
309,AMUB,UBS ETRACS Alerian MLP Index ETN Series B,Financial,Exchange Traded Fund,USA,-,-,7.65,-0.24%,"2,689"
310,AMWD,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,1.47B,22.84,86.74,-0.30%,"140,582"
311,AMWL,American Well Corporation,Healthcare,Health Information Services,USA,7.09B,-,32.52,0.31%,"1,557,366"
312,AMX,"America Movil, S.A.B. de C.V.",Communication Services,Telecom Services,Mexico,42.58B,36.28,12.88,-2.13%,"1,926,838"
313,AMYT,Amryt Pharma plc,Healthcare,Drug Manufacturers - Specialty & Generic,United Kingdom,415.71M,-,12.77,0.53%,"2,487"
314,AMZA,InfraCap MLP ETF,Financial,Exchange Traded Fund,USA,-,-,15.49,-0.26%,"63,742"
315,AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,USA,1637.38B,123.17,3204.4,0.88%,"3,427,388"
316,AN,"AutoNation, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,5.35B,17.63,60.65,-2.65%,"851,553"
317,ANAB,"AnaptysBio, Inc.",Healthcare,Biotechnology,USA,640.16M,-,25.73,-0.73%,"171,969"
318,ANAT,"American National Group, Inc.",Financial,Insurance - Diversified,USA,1.95B,7.72,72.7,0.76%,"14,073"
319,ANCN,Anchiano Therapeutics Ltd,Healthcare,Biotechnology,USA,8.09M,-,1.09,-5.22%,"175,349"
320,ANDA,Andina Acquisition Corp. III,Financial,Shell Companies,Colombia,97.63M,84.83,10.18,-0.35%,"1,099"
321,ANDE,"The Andersons, Inc.",Consumer Defensive,Food Distribution,USA,769.24M,-,23.84,-0.23%,"159,988"
322,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,16.33B,22.80,214.11,0.07%,"517,505"
323,ANF,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,USA,1.05B,-,15.91,1.53%,"1,216,345"
324,ANGI,ANGI Homeservices Inc.,Communication Services,Internet Content & Information,USA,5.58B,264.05,11.09,1.74%,"2,394,577"
325,ANGL,VanEck Vectors Fallen Angel High Yield Bond ETF,Financial,Exchange Traded Fund,USA,-,-,30.18,0.17%,"924,879"
326,ANGO,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,USA,426.31M,-,11.07,1.47%,"154,793"
327,ANH,Anworth Mortgage Asset Corporation,Real Estate,REIT - Mortgage,USA,170.51M,-,1.7,1.80%,"237,667"
328,ANIK,"Anika Therapeutics, Inc.",Healthcare,Biotechnology,USA,497.87M,45.37,35.21,-2.03%,"38,231"
329,ANIP,"ANI Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,349.43M,-,28.95,4.44%,"49,816"
330,ANIX,"Anixa Biosciences, Inc.",Healthcare,Diagnostics & Research,USA,54.19M,-,2.26,-5.44%,"167,396"
331,ANNX,"Annexon, Inc.",Healthcare,Biotechnology,USA,896.70M,-,24.44,-0.61%,"117,219"
332,ANPC,"AnPac Bio-Medical Science Co., Ltd.",Healthcare,Biotechnology,China,40.42M,-,3.59,2.57%,"3,978"
333,ANSS,"ANSYS, Inc.",Technology,Software - Application,USA,28.49B,71.97,330.22,1.05%,"349,885"
334,ANTE,AirNet Technology Inc.,Communication Services,Advertising Agencies,China,11.70M,-,1.16,-6.45%,"188,865"
335,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,77.64B,13.50,310.76,1.83%,"1,197,698"
336,ANVS,"Annovis Bio, Inc.",Healthcare,Biotechnology,USA,34.73M,-,5.07,1.40%,"8,799"
337,ANY,Sphere 3D Corp.,Technology,Software - Application,Canada,12.03M,-,1.66,1.84%,"957,985"
338,AOA,iShares Core Aggressive Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,59.37,0.37%,"24,725"
339,AOD,Aberdeen Total Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,830.80M,-,7.88,-0.63%,"308,867"
340,AOK,iShares Core Conservative Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,37.5,0.40%,"65,047"
341,AOM,iShares Core Moderate Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,41.44,0.44%,"92,073"
342,AON,Aon Plc,Financial,Insurance Brokers,United Kingdom,47.96B,27.61,207.31,-0.08%,"778,773"
343,AOR,iShares Core Growth Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,49.22,0.24%,"61,999"
344,AOS,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,USA,8.94B,30.20,54.93,0.04%,"773,937"
345,AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,USA,414.00M,-,16.66,1.34%,"54,827"
346,AOUT,"American Outdoor Brands, Inc.",Consumer Cyclical,Leisure,USA,210.74M,-,15.08,0.94%,"81,511"
347,AP,Ampco-Pittsburgh Corporation,Industrials,Metal Fabrication,USA,62.41M,9.94,4.91,10.34%,"212,994"
348,APA,Apache Corporation,Energy,Oil & Gas E&P,USA,3.65B,-,9.28,-1.69%,"8,675,759"
349,APAM,Artisan Partners Asset Management Inc.,Financial,Asset Management,USA,3.38B,15.87,43.25,-0.35%,"404,358"
350,APD,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals,USA,64.47B,34.08,294.0,0.60%,"477,477"
351,APDN,"Applied DNA Sciences, Inc.",Industrials,Security & Protection Services,USA,40.58M,-,7.7,-1.41%,"81,292"
352,APEI,"American Public Education, Inc.",Consumer Defensive,Education & Training Services,USA,445.92M,33.89,29.59,2.60%,"42,078"
353,APEN,"Apollo Endosurgery, Inc.",Healthcare,Medical Devices,USA,40.15M,-,1.73,1.17%,"1,993"
354,APEX,Apex Global Brands Inc.,Consumer Cyclical,Apparel Retail,USA,4.12M,-,6.54,4.47%,"135,684"
355,APG,APi Group Corporation,Industrials,Engineering & Construction,USA,2.59B,-,15.32,0.52%,"551,259"
356,APH,Amphenol Corporation,Technology,Electronic Components,USA,35.48B,33.38,119.75,1.05%,"1,531,583"
357,APHA,Aphria Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.22B,15.22,4.55,-2.78%,"3,950,662"
358,API,"Agora, Inc.",Technology,Software - Application,China,4.33B,-,42.15,2.41%,"692,373"
359,APLE,"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,USA,2.47B,-,10.88,0.74%,"1,518,700"
360,APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.75B,-,35.8,4.16%,"427,258"
361,APLT,"Applied Therapeutics, Inc.",Healthcare,Biotechnology,USA,501.95M,-,22.58,1.48%,"41,630"
362,APM,Aptorum Group Limited,Healthcare,Biotechnology,United Kingdom,75.83M,-,2.25,-2.17%,"440,916"
363,APO,"Apollo Global Management, Inc.",Financial,Asset Management,USA,19.33B,-,41.15,1.25%,"1,296,316"
364,APOG,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,USA,717.58M,15.13,27.14,-1.74%,"186,459"
365,APOP,Cellect Biotechnology Ltd.,Healthcare,Biotechnology,Israel,7.62M,-,1.95,-11.39%,"177,793"
366,APPF,"AppFolio, Inc.",Technology,Software - Application,USA,5.28B,177.91,153.0,1.87%,"89,570"
367,APPN,Appian Corporation,Technology,Software - Infrastructure,USA,5.35B,-,78.28,-1.17%,"466,328"
368,APPS,"Digital Turbine, Inc.",Technology,Software - Application,USA,2.94B,119.19,33.85,3.01%,"3,251,506"
369,APRE,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology,USA,609.78M,-,26.78,0.71%,"49,101"
370,APRN,"Blue Apron Holdings, Inc.",Consumer Cyclical,Internet Retail,USA,114.47M,-,6.46,-0.92%,"349,898"
371,APT,"Alpha Pro Tech, Ltd.",Industrials,Building Products & Equipment,Canada,200.97M,16.58,15.02,2.39%,"505,553"
372,APTO,Aptose Biosciences Inc.,Healthcare,Biotechnology,Canada,447.78M,-,5.1,-10.76%,"5,410,912"
373,APTS,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,286.19M,-,5.57,1.83%,"396,952"
374,APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,Ireland,26.93B,15.27,100.29,0.14%,"1,886,188"
375,APTX,Aptinyx Inc.,Healthcare,Biotechnology,USA,148.72M,-,3.13,-1.73%,"1,502,937"
376,APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology,USA,22.92M,-,7.01,-1.96%,"22,958"
377,APWC,Asia Pacific Wire & Cable Corporation Limited,Industrials,Electrical Equipment & Parts,Taiwan,20.70M,-,1.46,-2.67%,"187,230"
378,APXT,Apex Technology Acquisition Corporation,Financial,Shell Companies,USA,462.98M,296.86,10.39,0.19%,"73,656"
379,APYX,Apyx Medical Corporation,Healthcare,Medical Devices,USA,210.94M,-,6.25,0.81%,"25,291"
380,AQB,"AquaBounty Technologies, Inc.",Consumer Defensive,Farm Products,USA,189.82M,-,4.28,7.00%,"463,380"
381,AQMS,"Aqua Metals, Inc.",Industrials,Waste Management,USA,60.32M,-,0.98,-0.95%,"594,451"
382,AQN,Algonquin Power & Utilities Corp.,Utilities,Utilities - Renewable,Canada,9.31B,16.39,15.72,0.58%,"410,354"
383,AQST,"Aquestive Therapeutics, Inc.",Healthcare,Biotechnology,USA,175.79M,-,5.26,-1.13%,"288,816"
384,AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,2.74B,33.74,23.65,0.42%,"352,531"
385,AR,Antero Resources Corporation,Energy,Oil & Gas E&P,USA,1.09B,-,3.99,-0.99%,"7,578,626"
386,ARA,"American Renal Associates Holdings, Inc.",Healthcare,Diagnostics & Research,USA,396.98M,-,11.5,0.09%,"99,155"
387,ARAV,"Aravive, Inc.",Healthcare,Biotechnology,USA,83.16M,-,5.23,1.16%,"53,430"
388,ARAY,Accuray Incorporated,Healthcare,Medical Devices,USA,277.33M,77.50,3.1,-0.96%,"445,888"
389,ARC,"ARC Document Solutions, Inc.",Industrials,Specialty Business Services,USA,51.78M,12.83,1.18,0.00%,"61,951"
390,ARCB,ArcBest Corporation,Industrials,Trucking,USA,897.33M,31.11,33.47,-0.65%,"92,433"
391,ARCC,Ares Capital Corporation,Financial,Asset Management,USA,5.93B,136.31,14.04,1.15%,"1,389,159"
392,ARCE,Arco Platform Limited,Consumer Defensive,Education & Training Services,Brazil,2.07B,-,35.4,2.52%,"442,784"
393,ARCH,"Arch Resources, Inc.",Energy,Thermal Coal,USA,572.05M,44.40,37.34,0.32%,"347,152"
394,ARCM,Arrow Reserve Capital Management ETF,Financial,Exchange Traded Fund,USA,-,-,100.4,0.00%,0
395,ARCO,Arcos Dorados Holdings Inc.,Consumer Cyclical,Restaurants,Uruguay,859.97M,-,4.12,-0.24%,"869,513"
396,ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,USA,1.20B,-,49.37,4.40%,"235,122"
397,ARD,Ardagh Group S.A.,Consumer Cyclical,Packaging & Containers,Luxembourg,3.88B,-,16.44,0.67%,"104,161"
398,ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",Financial,Asset Management,USA,292.39M,-,12.76,-0.16%,"31,426"
399,ARDS,"Aridis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,70.55M,-,7.77,1.57%,"10,221"
400,ARDX,"Ardelyx, Inc.",Healthcare,Biotechnology,USA,459.55M,-,5.16,-2.46%,"211,704"
401,ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,USA,20.23B,49.11,160.54,0.24%,"385,475"
402,AREC,American Resources Corporation,Energy,Thermal Coal,USA,57.82M,-,1.53,-0.65%,"617,278"
403,ARES,Ares Management Corporation,Financial,Asset Management,USA,11.44B,99.18,44.83,1.01%,"306,696"
404,ARGO,"Argo Group International Holdings, Ltd.",Financial,Insurance - Property & Casualty,Bermuda,1.31B,-,37.7,1.37%,"113,083"
405,ARGT,Global X MSCI Argentina ETF,Financial,Exchange Traded Fund,USA,-,-,25.27,1.65%,"13,626"
406,ARGX,argenx SE,Healthcare,Biotechnology,Netherlands,11.80B,-,250.42,-0.72%,"131,985"
407,ARI,"Apollo Commercial Real Estate Finance, Inc.",Real Estate,REIT - Mortgage,USA,1.37B,3060.00,9.18,2.11%,"675,745"
408,ARKF,ARK Fintech Innovation ETF,Financial,Exchange Traded Fund,USA,-,-,42.98,0.80%,"362,484"
409,ARKG,ARK Genomic Revolution ETF,Financial,Exchange Traded Fund,USA,-,-,70.11,1.18%,"674,055"
410,ARKK,ARK Innovation ETF,Financial,Exchange Traded Fund,USA,-,-,99.18,0.61%,"1,867,677"
411,ARKQ,ARK Autonomous Technology & Robotics ETF,Financial,Exchange Traded Fund,USA,-,-,62.42,0.21%,"129,924"
412,ARKR,Ark Restaurants Corp.,Consumer Cyclical,Restaurants,USA,40.43M,-,11.55,0.70%,"7,288"
413,ARKW,ARK Next Generation Internet ETF,Financial,Exchange Traded Fund,USA,-,-,118.54,1.02%,"360,544"
414,ARL,"American Realty Investors, Inc.",Real Estate,Real Estate - Development,USA,139.09M,-,8.23,-1.91%,"5,014"
415,ARLO,"Arlo Technologies, Inc.",Industrials,Security & Protection Services,USA,414.48M,-,5.17,-2.82%,"451,449"
416,ARLP,"Alliance Resource Partners, L.P.",Energy,Thermal Coal,USA,404.20M,-,3.12,10.64%,"895,874"
417,ARMK,Aramark,Consumer Cyclical,Restaurants,USA,7.60B,-,30.27,3.31%,"1,823,356"
418,ARMP,Armata Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,68.45M,-,3.48,0.87%,"19,851"
419,ARMR,Armor US Equity Index ETF,Financial,Exchange Traded Fund,USA,-,-,20.2,0.62%,465
420,ARNA,"Arena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,4.73B,-,81.34,1.23%,"336,929"
421,ARNC,Arconic Corporation,Industrials,Metal Fabrication,USA,2.60B,17.72,23.89,0.59%,"577,068"
422,AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,USA,935.40M,-,5.99,-2.28%,"1,960,951"
423,AROW,Arrow Financial Corporation,Financial,Banks - Regional,USA,452.74M,12.17,29.19,0.83%,"19,825"
424,ARPO,"Aerpio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,56.36M,-,1.34,0.75%,"632,777"
425,ARQT,"Arcutis Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,991.41M,-,23.04,1.27%,"121,065"
426,ARR,"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage,USA,654.45M,-,9.94,1.95%,"920,129"
427,ARRY,"Array Technologies, Inc.",Technology,Solar,USA,4.99B,-,42.0,-4.42%,"3,296,685"
428,ARTL,"Artelo Biosciences, Inc.",Healthcare,Biotechnology,USA,9.00M,-,0.57,-1.72%,"2,793,842"
429,ARTNA,Artesian Resources Corporation,Utilities,Utilities - Regulated Water,USA,337.24M,20.97,36.34,-1.03%,"16,621"
